paper_title,DOI,year,Provenance,Ref,Feedstock,Family_std,C_feed_wt_pct,H_feed_wt_pct,O_feed_wt_pct,N_feed_wt_pct,S_feed_wt_pct,Ash_feed_wt_pct,Lignin_feed_wt_pct,Cellulose_feed_wt_pct,Hemicellulose_feed_wt_pct,Extractives_feed_wt_pct,LCH_total_wt_pct,Lignin_share_pct,Holo_share_pct,Lignin_from_LCH_wt_pct,Cellulose_from_LCH_wt_pct,Hemicellulose_from_LCH_wt_pct,Moisture_min_wt_pct_ar,Moisture_max_wt_pct_ar,O_C_feed_molar,H_C_feed_molar,HHV_feed_MJ_per_kg,LRI,LRI_imputed,sum_LCH_wt_pct,sum_CHONSAsh_wt_pct,sum_CHONS_wt_pct,LCH_closure_flag,process_type,process_subtype,reactor,atmosphere,solvent_or_medium,T_reaction_C,t_residence_min,t_ramp_min,IC_feed_wt_pct_slurry,pressure_reaction_MPa,heating_rate_C_per_min,stirring_rpm,water_biomass_ratio_kg_kg,catalyst,cat_biomass_ratio_kg_kg,yield_basis,separation_method,Yield_biooil_wt_pct,Yield_char_wt_pct,Yield_aqueous_wt_pct,Yield_gas_wt_pct,Yield_gas_water_wt_pct,Energy_yield_biooil_pct,Energy_yield_char_pct,Carbon_yield_biooil_pct,Carbon_yield_char_pct,HHV_biooil_MJ_per_kg,C_biooil_wt_pct,H_biooil_wt_pct,O_biooil_wt_pct,N_biooil_wt_pct,S_biooil_wt_pct,O_C_biooil_molar,H_C_biooil_molar,HHV_char_MJ_per_kg,C_char_wt_pct,H_char_wt_pct,O_char_wt_pct,N_char_wt_pct,S_char_wt_pct,O_C_char_molar,H_C_char_molar,LCH_total_imputed_wt_pct,Lignin_share_imputed_pct,C_Note,C_method,O/C_Note,OC_method,H/C_Note,HC_method,t_note,HHV_feedstock_method,HHV_feedstock_imputed,HHV_biooil_method,HHV_biochar_method,S_method,S_biooil_method,S_biochar_method,Lignin_method,Lignin_imputed,cellulose_method,cellulose_imputed,hemicellulose_method,hemicellulose_imputed,Ash_method,Ash_imputed,LRI_imputed_source,LCH_total_imputed_source,Lignin_share_imputed_source
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),300.0,15.0,,20.0,Initial N2 3.1 MPa; total 7–21 MPa at T,8.0,,5.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,9.17,30.92,,,,2.87021,,,,31.3,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),300.0,15.0,,6.66666666666666,Initial N2 3.1 MPa; total 7–21 MPa at T,8.0,,15.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,25.8,7.04,,,,6.88602,,,,26.69,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),300.0,15.0,,10.0,Initial N2 3.1 MPa; total 7–21 MPa at T,8.0,,10.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,31.98,20.04,,,,8.039772000000001,,,,25.14,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),300.0,30.0,,10.0,Initial N2 3.1 MPa; total 7–21 MPa at T,8.0,,10.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,21.75,13.65,,,,6.414075,,,,29.49,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),300.0,15.0,,10.0,Initial N2 3.1 MPa; total 7–21 MPa at T,8.0,,10.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,22.6,25.16,,,,6.31218,,,,27.93,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),300.0,15.0,,10.0,Initial N2 4.1 MPa; total 7–21 MPa at T,8.0,,10.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,18.76,10.23,,,,5.286568000000001,,,,28.18,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),300.0,15.0,,10.0,Initial N2 3.1 MPa; total 7–21 MPa at T,8.0,,10.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,21.75,18.34,,,,5.865975,,,,26.97,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),300.0,15.0,,10.0,Initial N2 3.1 MPa; total 7–21 MPa at T,8.0,,10.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,20.26,18.12,,,,5.70319,,,,28.15,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),300.0,30.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.01,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",,,,,,,,,,32.08,71.54,7.39,20.15,0.93,0.0,0.211,0.1032988537880905,24.6,60.58,5.06,21.88,0.92,0.0,0.271,0.995,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),300.0,60.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.01,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",,,,,,,,,,32.64,73.06,7.51,18.26,1.17,0.0,0.188,0.1027922255680262,24.49,60.81,4.82,20.62,0.97,0.0,0.255,0.944,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),300.0,90.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.01,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",,,,,,,,,,33.27,72.85,7.63,18.07,1.34,0.12,0.186,0.104735758407687,26.25,64.19,5.18,19.81,1.04,0.0,0.232,0.961,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),300.0,120.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.01,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",,,,,,,,,,33.23,72.92,7.69,18.18,1.11,0.11,0.187,0.1054580362040592,26.97,65.77,5.24,18.85,0.99,0.0,0.215,0.949,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. 1A: Effect of ethanol co-solvent at 250–350 °C (DCM extracted),Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Water,300.0,30.0,,6.66666666666666,autogenic,,,15.0,none,0.0,wt% of dry feedstock,,16.0,36.0,,,,4.944,,0.11264,,30.9,70.4,7.3,21.8,,,0.232,0.1036931818181818,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. 1A: Effect of ethanol co-solvent at 250–350 °C (DCM extracted),Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Water–Ethanol,300.0,30.0,,6.66666666666666,autogenic,,,15.0,none,0.0,wt% of dry feedstock,,20.0,26.0,,,,5.640000000000001,,0.134,,28.2,67.0,6.4,25.9,,,0.29,0.0955223880597015,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. 1B: Effect of Fe in pure water HTL,Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Water,300.0,30.0,,6.66666666666666,autogenic,,,15.0,Fe,0.1,wt% of dry feedstock,,27.0,12.0,,,,8.343,,0.18765,,30.9,69.5,7.4,20.4,,,0.22,0.1064748201438849,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. 1C: Effect of Fe in 1:1 (wt/wt) water–ethanol HTL,Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Water–Ethanol,300.0,30.0,,6.66666666666666,autogenic,,,15.0,Fe,0.1,wt% of dry feedstock,,32.0,8.0,,,,9.312,,0.22304,,29.1,69.7,6.1,23.4,,,0.252,0.0875179340028694,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. S3: HTL product distribution in pure ethanol at 300 °C,Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Ethanol (100 wt%),300.0,30.0,,6.66666666666666,autogenic,,,15.0,none,0.0,wt% of dry feedstock,,39.0,45.5,,,,,,,,,,,,,,,,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. S3: HTL product distribution in pure ethanol at 300 °C,Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Ethanol (100 wt%),300.0,30.0,,6.66666666666666,autogenic,,,15.0,Fe,0.1,wt% of dry feedstock,,36.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Experimental study on preparation of bio-oil by hydrothermal liquefaction of three kinds of lignin,10.1016/S1872-5813(23)60345-7,2023,Table 3: Mass balance of lignin hydrothermal liquefaction,Yang_2023_Lignin_HTL,Kraft lignin (KL),Lignin-rich Streams (Technical),39.02,4.42,21.75,0.38,2.03,1.17,98.8,0.0,0.0,,98.8,1.0,0.0,,,,,,0.41805484366991286,1.3593029215786774,15.84,0.784,0.784,98.8,68.77,67.6,OK,Hydrothermal,HTL,"100 mL batch reactor, 5 g lignin + 50 mL deionized water (1:10, g:mL), N2 purge 3 min (99.99%), 150 r/min, 45 min at 280/300/320/340 °C, cooling by fan; acetone wash and rotary evaporation for bio-oil.",N2 (99.99%),Water (HTL),300.0,45.0,,10.0,autogenic,,150.0,10.0,none,0.0,wt% of dry lignin,,26.84,7.28,,,65.88,6.718051999999999,,0.16203308,,25.03,60.37,6.07,32.42,0.65,0.49,0.403,0.100546629120424,,,,,,,,,98.8,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
Experimental study on preparation of bio-oil by hydrothermal liquefaction of three kinds of lignin,10.1016/S1872-5813(23)60345-7,2023,Table 3: Mass balance of lignin hydrothermal liquefaction,Yang_2023_Lignin_HTL,Enzymatic hydrolysis lignin (EHL),Lignin-rich Streams (Technical),47.26,5.74,44.49,0.53,0.0,3.5,96.5,0.0,0.0,,96.5,1.0,0.0,,,,,,0.7060410495133306,1.457469318662717,16.25,0.709,0.709,96.5,101.52,98.02,OK,Hydrothermal,HTL,"100 mL batch reactor, 5 g lignin + 50 mL deionized water (1:10, g:mL), N2 purge 3 min (99.99%), 150 r/min, 45 min at 280/300/320/340 °C, cooling by fan; acetone wash and rotary evaporation for bio-oil.",N2 (99.99%),Water (HTL),300.0,45.0,,10.0,autogenic,,150.0,10.0,none,0.0,wt% of dry lignin,,24.08,33.4,,,42.52,6.602736,,0.160734,,27.42,66.75,5.91,26.95,0.39,0.0,0.303,0.0885393258426966,,,,,,,,,96.5,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
Experimental study on preparation of bio-oil by hydrothermal liquefaction of three kinds of lignin,10.1016/S1872-5813(23)60345-7,2023,Table 3: Mass balance of lignin hydrothermal liquefaction,Yang_2023_Lignin_HTL,Ethanol lignin (OL),Lignin-rich Streams (Technical),58.04,5.78,34.48,1.09,0.0,0.4,99.6,0.0,0.0,,99.6,1.0,0.0,,,,,,0.4455547898001378,1.1950379048931772,21.75,0.899,0.899,99.6,99.79,99.39,OK,Hydrothermal,HTL,"100 mL batch reactor, 5 g lignin + 50 mL deionized water (1:10, g:mL), N2 purge 3 min (99.99%), 150 r/min, 45 min at 280/300/320/340 °C, cooling by fan; acetone wash and rotary evaporation for bio-oil.",N2 (99.99%),Water (HTL),300.0,45.0,,10.0,autogenic,,150.0,10.0,none,0.0,wt% of dry lignin,,35.8,37.64,,,26.56,10.6326,,0.2446572,,29.7,68.34,7.09,27.15,0.39,0.0,0.298,0.1037459760023412,,,,,,,,,99.6,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,,,False,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,Assumption: pure lignin isolate (no cellulose/hemicellulose),True,,False,formula,formula,formula
Co-liquefaction of sewage sludge and rice straw/wood sawdust: The effect of process parameters on the yields and properties of bio-oil and biochar products,https://doi.org/10.1016/j.energy.2019.02.071,2019,Fig. 2A: Effect of temperature on yields (SS–RS in ethanol),Huang_2019_SS_RS_WS,SS–RS mixture (R2=50 wt% RS),Mixed Biomass,24.9,3.8,26.0,1.95,0.85,42.5,5.6,36.02252914164607,22.018081949841047,,63.640611091487116,0.08799412676835662,0.9120058732316434,,,,,,0.783132530120482,1.8313253012048194,9.3,0.361,0.361,63.64061109148712,100.0,57.50000000000001,OK,Hydrothermal,HTL_solvothermal,"Parr 4566 batch autoclave, 300 mL, 316L stainless steel; design 350 °C, 20.7 MPa; vertical magnetic stirring 120 rpm.",,Ethanol,300.0,30.0,,10.0,autogenic,,,10.0,none,0.0,wt% of dry feedstock,Gas vented (mainly CO₂); acetone wash; vacuum filtration; solvent removal by rotary evaporator (R-1001VN); bio-oil (liquid) and bio-char (solid) recovered; residual = gas + water-soluble fraction.,22.37,55.61,,,17.37,,,,,,,,,,,,,,,,,,,,,63.640611091487116,0.08799412676835662,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,"Feedstock_DB_mean (Rice straw/hulls, n=149)",True,"Feedstock_DB_mean (Rice straw/hulls, n=149)",True,,False,formula,formula,formula
